SampleID,sequencing_well,batch,project,field,sample_name,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_ca,available_na,extractable_cu,extractable_zn,extractable_fe,extractable_so4,extractable_mo,extractable_mn,extractable_cu,extractable_co
2_demultiplex.bc1024--bc1107.hifi_reads,H10,1,sample,5LY.01,5LY.01.20,53.21982,-0.14094,6,8,2024,01/01/2024,06/08/2024,218,group_1,,vining_peas,,group_2,,maize_forage,,feed_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1033.hifi_reads,A1,1,sample,4EH.01,4EH.01.14,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1035.hifi_reads,A2,1,farmer_kit,FK.153,FK.153,51.123643,-1.474887,17,7,2024,01/01/2024,17/07/2024,198,winter_wheat,,wheat,OSR,spring_barley,,winter_wheat,,winter_OSR,,,,,No,N/A,not_seen,not_reported,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1044.hifi_reads,A3,1,farmer_kit,FK.232,FK.232,53.024763,-0.690409,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1045.hifi_reads,A4,1,sample,5RA.01,5RA.01.04,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1054.hifi_reads,A5,1,sample,5RA.01,5RA.01.12,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1056.hifi_reads,A6,1,sample,5RA.01,5RA.01.20,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1057.hifi_reads,A7,1,sample,9JG.02,9JG.02.07,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1059.hifi_reads,A8,1,sample,9JG.02,9JG.02.15,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1060.hifi_reads,A9,1,sample,5DA.01,5DA.01.02,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1062.hifi_reads,A10,1,sample,5DA.01,5DA.01.10,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1065.hifi_reads,A11,1,sample,5DA.01,5DA.01.18,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1005--bc1075.hifi_reads,A12,1,sample,2AY.02,2AY.02.05,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1033.hifi_reads,B1,1,sample,4EH.01,4EH.01.15,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1035.hifi_reads,B2,1,farmer_kit,FK.154,FK.154,51.135652,-1.437166,17,7,2024,01/01/2024,17/07/2024,198,winter_wheat,,wheat,OSR,spring_barley,,spring_barley,,winter_wheat,,,,,No,N/A,not_seen,not_reported,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1044.hifi_reads,B3,1,farmer_kit,FK.222,FK.222,53.10782,0.05267,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Cranium,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1045.hifi_reads,B4,1,sample,5RA.01,5RA.01.05,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1054.hifi_reads,B5,1,sample,5RA.01,5RA.01.13,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1056.hifi_reads,B6,1,farmer_kit,FK.5RA.1.241,FK.5RA.1.241,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1057.hifi_reads,B7,1,sample,9JG.02,9JG.02.08,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1059.hifi_reads,B8,1,sample,9JG.02,9JG.02.16,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1060.hifi_reads,B9,1,sample,5DA.01,5DA.01.03,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1062.hifi_reads,B10,1,sample,5DA.01,5DA.01.11,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1065.hifi_reads,B11,1,sample,5DA.01,5DA.01.19,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1007--bc1075.hifi_reads,B12,1,sample,2AY.02,2AY.02.06,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1033.hifi_reads,C1,1,sample,4EH.01,4EH.01.16,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1035.hifi_reads,C2,1,farmer_kit,FK.155,FK.155,51.126518,-1.457158,17,7,2024,01/01/2024,17/07/2024,198,winter_wheat,,grass_ley,,grass_ley,,grass_ley,,winter_wheat,,,,,No,N/A,not_seen,not_reported,No,No,No,No,No,No,No,No,,,,,,,,,,,,Yes,Strip tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1044.hifi_reads,C3,1,farmer_kit,FK.216,FK.216,53.18858,-0.332918,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,vining_peas,,OSR,,,,Crusoe; skyscraper; ,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1045.hifi_reads,C4,1,sample,5RA.01,5RA.01.06,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1054.hifi_reads,C5,1,sample,5RA.01,5RA.01.14,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1056.hifi_reads,C6,1,sample,9JG.02,9JG.02.01,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1057.hifi_reads,C7,1,sample,9JG.02,9JG.02.09,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1059.hifi_reads,C8,1,sample,9JG.02,9JG.02.17,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1060.hifi_reads,C9,1,sample,5DA.01,5DA.01.04,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1062.hifi_reads,C10,1,sample,5DA.01,5DA.01.12,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1065.hifi_reads,C11,1,sample,5DA.01,5DA.01.20,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1008--bc1075.hifi_reads,C12,1,sample,2AY.02,2AY.02.07,53.17083,-0.3737,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1033.hifi_reads,D1,1,sample,4EH.01,4EH.01.17,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1035.hifi_reads,D2,1,farmer_kit,FK.34,FK.34,52.103402,0.135171,19,6,2024,01/01/2024,19/06/2024,170,wheat,,oats,,sugar_beet,,wheat,,,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,No,No,No,No,No,No,Yes,,,,,,,,,,,,Yes,Ploughed,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1044.hifi_reads,D3,1,farmer_kit,FK.223,FK.223,53.17227,-0.411014,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; gravity; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1045.hifi_reads,D4,1,sample,5RA.01,5RA.01.07,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1054.hifi_reads,D5,1,sample,5RA.01,5RA.01.15,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1056.hifi_reads,D6,1,sample,9JG.02,9JG.02.02,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1057.hifi_reads,D7,1,sample,9JG.02,9JG.02.10,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1059.hifi_reads,D8,1,sample,9JG.02,9JG.02.18,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1060.hifi_reads,D9,1,sample,5DA.01,5DA.01.05,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1062.hifi_reads,D10,1,sample,5DA.01,5DA.01.13,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1065.hifi_reads,D11,1,farmer_kit,FK.5DA.1.240,FK.5DA.1.240,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1012--bc1075.hifi_reads,D12,1,gt_control,S1,S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1033.hifi_reads,E1,1,sample,4EH.01,4EH.01.18,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1035.hifi_reads,E2,1,farmer_kit,FK.109,FK.109,53.314167,0.024722,23,7,2024,01/01/2024,23/07/2024,204,winter_wheat,,combining_peas,oats,winter_wheat,,winter_linseed,,winter_wheat,,,,Common wheat/bread wheat,Yes,"Premature death,Bleaching/discolouration,Lower tillering",Five years or more,Yes,Yes,No,No,No,No,No,No,No,,3 sp. Applications totalling 190kgN/ha,Yes,,,,,Composted manure 1 in 4 yrs,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1044.hifi_reads,E3,1,farmer_kit,FK.225,FK.225,53.10852,0.05014,8,8,2024,01/01/2024,08/08/2024,220,group_2,,pre_pack,,group_2,,maize_forage,,spring_wheat,,,,Extase; Cranium,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1045.hifi_reads,E4,1,sample,5RA.01,5RA.01.08,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1054.hifi_reads,E5,1,sample,5RA.01,5RA.01.16,50.795919,0.169297,10,7,2024,01/01/2024,10/07/2024,191,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1056.hifi_reads,E6,1,sample,9JG.02,9JG.02.03,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1057.hifi_reads,E7,1,sample,9JG.02,9JG.02.11,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1059.hifi_reads,E8,1,sample,9JG.02,9JG.02.19,50.853376,-2.080443,15,7,2024,01/01/2024,15/07/2024,196,winter_wheat,,spring_wheat,,winter_barley,,winter_wheat,,winter_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,No,,,,,,Yes,,Yes,No,No tillagae,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1060.hifi_reads,E9,1,sample,5DA.01,5DA.01.06,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1062.hifi_reads,E10,1,sample,5DA.01,5DA.01.14,53.03952,-0.69002,5,8,2024,01/01/2024,05/08/2024,217,group_1,,oats,vetch,2nd_wheat,,group_3 ,,OSR,,,,Crusoe; skyscraper; firefly,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1065.hifi_reads,E11,1,sample,2AY.02,2AY.02.01,53.17083,-0.3737,7,8,2024,,07/08/2024,45511,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
3_demultiplex.bc1015--bc1075.hifi_reads,E12,1,gt_control,S2,S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3_demultiplex.bc1020--bc1033.hifi_reads,F1,1,sample,4EH.01,4EH.01.19,51.893792,-0.825926,24,6,2024,01/01/2024,24/06/2024,175,spring_wheat,,spring_beans,,winter_wheat,,spring_oats,,spring_wheat,,,,X days,No,N/A,not_seen,Yes,Yes,No,No,No,Sulfur,No,No,No,Yes,220Kile N/hectare; 20 kilo S/hectare,,,,,Yes,30 tons/hectare,,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
